Product URL,Product Name,Product Price,Rating,Number of reviews,ASIN,Product Description,Manufacture
https://www.amazon.in/Amazon-Brand-Solimo-Diaper-Backpack/dp/B08FTHBRPY/ref=sxin_25_trfobq2av2_5_B08FTHBRPY?content-id=amzn1.sym.7abeb195-8e0b-4e74-aede-b7cb234213a5%3Aamzn1.sym.7abeb195-8e0b-4e74-aede-b7cb234213a5&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B08FTHBRPY&pd_rd_r=9bfe03f3-df65-4427-a9db-91030a6a216e&pd_rd_w=j1DrN&pd_rd_wg=ztSUj&pf_rd_p=7abeb195-8e0b-4e74-aede-b7cb234213a5&pf_rd_r=JT9CAW1B0AFEVRSX0PZG&qid=1692696453&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=ba%2Caps%2C283&sr=1-6-973fd8bd-28ce-479e-8be4-fbaf1193947a,"Amazon Brand - Solimo Diaper Backpack, Cat Print","₹1,349",4.0,39,B08FTHBRPY,"[' Spacious diaper backpack for daily use by both mom and dad  ', ' Made using 100% polyester water resistant fabric that is durable and long lasting  ', ' quality materials and stitching; tested in an NABL accredited lab against 72 parameters for quality, performance and safety  ', ' Quick access back opening; so you can open with one hand without a fuss  ', ' Insulated pocket can fit 3 feeding bottles with ease  ', ' Back mobile pocket is discrete to help prevent theft; side tissue pocket is zipperless for easy access  ', ' Shoulder straps and tote bag straps offer you comfortable dual carrying options  ', 'Safe to use; free from harmful chemicals like Azo dye and formaldehyde', '1-year limited warranty against manufacturing defects', 'Package Contents:- 1 Diaper Backpack; Print: Cat print']",‎Solimo
https://www.amazon.in/Dyazo-Backpack-Business-Notebook-computer/dp/B0C7HC675G/ref=sxin_25_trfobq2av2_6_B0C7HC675G?content-id=amzn1.sym.7abeb195-8e0b-4e74-aede-b7cb234213a5%3Aamzn1.sym.7abeb195-8e0b-4e74-aede-b7cb234213a5&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B0C7HC675G&pd_rd_r=9bfe03f3-df65-4427-a9db-91030a6a216e&pd_rd_w=j1DrN&pd_rd_wg=ztSUj&pf_rd_p=7abeb195-8e0b-4e74-aede-b7cb234213a5&pf_rd_r=JT9CAW1B0AFEVRSX0PZG&qid=1692696453&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=ba%2Caps%2C283&sr=1-7-973fd8bd-28ce-479e-8be4-fbaf1193947a,Dyazo Slim 15.6 inch Laptop Backpack Business Notebook computer bag suitable for office College School Men & Women,₹599,4.5,9,B0C7HC675G,"[' Specification : Color Grey & Black Dimensions 45inch * 37 Inc *13 "" Total Capacity 22 Liters Material Oxford Khadi Fabric  ', ' Dyazo Notebook Bag Is A Slim Laptop Bag But Comes With Dedicated Laptop Compartment Which Can Hold 15.6 Inch Laptop As Well As Smaller 15 Inch,14 Inch And 13 Inch Laptop And Its Charger With Some Files Notebook I Pads And One Front Compartment Good To Store Your Daily Necessities , Such As Pen Power Bank Ear  ', ' Dyazo Laptop Bag Comes With A Luggage Strap That Enables Your Laptop Bag To Fit On Your Suitcase Slide Over The Luggage Handle Tube For Easier Carrying While Travelling On The Go .  ', ' CONVENIENT STORAGE Laptop Backpacks Comes With A Side Net Pocket Makes It Easy To Hold A Water Bottle .  ']","‎DYAZO, DYAZO F 15 Ground Floor Okhala Phase 1 New Delhi 110048"
https://www.amazon.in/School-Backpack-Cartoon-Travel-Toddler/dp/B097NHH5YY/ref=sxin_25_trfobq2av2_7_B097NHH5YY?content-id=amzn1.sym.7abeb195-8e0b-4e74-aede-b7cb234213a5%3Aamzn1.sym.7abeb195-8e0b-4e74-aede-b7cb234213a5&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B097NHH5YY&pd_rd_r=9bfe03f3-df65-4427-a9db-91030a6a216e&pd_rd_w=j1DrN&pd_rd_wg=ztSUj&pf_rd_p=7abeb195-8e0b-4e74-aede-b7cb234213a5&pf_rd_r=JT9CAW1B0AFEVRSX0PZG&qid=1692696453&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=ba%2Caps%2C283&sr=1-8-973fd8bd-28ce-479e-8be4-fbaf1193947a,Blue Tree Kids School Bag Soft Plush Backpack Cartoon Bags Mini Travel Bag for for Girls Boys Toddler Baby Cute Dog & Koala,₹448,4.0,81,B097NHH5YY,"[' ?DIMENSION:15x3.5x12inch/38x8x30cm(WxDxH).Weight:0.32kg/0.7lb. Front Pocket:12x9inch/30x23cm(WxH) Soft adjustable & breathable shoulder straps:8inch-20.8inch/20cm-53cm.; DESIGN: Made Of Super Soft Plush Material And High Quality Smooth Zipper Accessories. Small Backpack Suitable For Toddler Baby Kids Girl And Boy Between 1-6 Years Old.<br>  ', ' PRODUCT MATERIAL: Made With High Quality Non-Toxic Soft Plush Material. Lightweight But Tear Resistant For Little Kids To Carry, Easy To Clean, Strong & Durable. It Has Sturdy, Non-Slip, And Comfortable Top Loop Handle As Well As Adjustable Straps At Its Back. Very Safe, Practical And Comfortable For Kids.<br>  ', "" USAGE: This Kids Backpack Bag Is Perfect For School Bag, Travelling Bag, Carry Bag, Picnic Bag, Teddy Bag. Enough Space For Children's Stuffs Like Toys, Foods, Napkin, Fruits, Small Books, Pencils And Other Daily Items.<br>  "", ' GREAT GIFT: Cute And Cool Animal Toddler School Backpacks, Great Gift For Kids With Lovely Animal Attractive Design, Perfect For Children Going Out For Travel, Preschool And Daycare Center.<br>  ', ' Color Name: Bt Cute Dog&Koala<br>  ']",‎Vancouver Store
https://www.amazon.in/Wesley-Milestone-Waterproof-Backpack-Business/dp/B084JGJ8PF/ref=sr_1_19?crid=2M096C61O4MLT&keywords=bags&qid=1692696453&sprefix=ba%2Caps%2C283&sr=8-19,Wesley Milestone 2.0 Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack (Dimensions:13x18 inches) (Compatible with 39.62cm(15.6inch laptop) 30 L (Blue & black),₹588,4.3,"12,365",B084JGJ8PF,"[' 30L Capacity: The Backpack has a padded laptop compartment that can fit 15.6 inch laptop. It can also accommodate essentials such as a Lunch box, Charger, Tablet, Books, Power Bank, Wallet, and Sunglass.  ', ' Multi-Level Organizer: The backpack has a front zipper pocket for the ID card, Sanitizer, House keys, Pen. First compartment with pockets for the earphones, pens, notebook, Fitness Band. Spacious second compartment for all your electronics.  ', ' Ergonomic Design: Thick cushioning around the shoulders and on the back panel makes the backpack super light and comfortable on the move. “S” Shaped shoulder strap distribute the weight of the backpack across your upper body.  ', ' Made In India: Wesley Business Casual Backpack is fully manufactured in India and pass through stringent quality tests and checks  ', ' 1 Year Warranty: The Wesley Business casual backpack comes with 1 year of warranty  ', ' Water Resistant Material: Advanced IPX4 coating on the material ensures resistance to water entering from any direction.  ']","‎Wesley, Longani Trading Company, F-82, Sector-1, Bawana Industrial Area, Delhi-110039"
https://www.amazon.in/Backpack-Small-Black-Water-Repellant/dp/B088XB5XY8/ref=sr_1_20?crid=2M096C61O4MLT&keywords=bags&qid=1692696453&sprefix=ba%2Caps%2C283&sr=8-20,"Mi Step Out 12 L Mini Backpack (Small Size, Black, Water Repellant)",₹249,4.1,"9,712",B088XB5XY8,"[' Made of multi-coated 600D polyester Material ; Water Repellent  ', ' Dimension: 26cm x 38cm x 14cm (LxWxH); Weight : 200 grams; Capacity: 12liters  ', ' Small Size backpack; Laptop Compatibility: No  ', ' This backpack comes with 2 zipper pockets that can house a notebook, gym gear, travel essentials and more  ', ' With contra zippers and adjustable straps this light weight backpack is the ideal companion while at the airport or hitting the gym or exploring new city or using it as a carrier for books  ', ' 6 months limited warranty  ']","‎Korrun India Pvt. Ltd, Plot No.25, P2(4&X), 1st Phase, Bidadi Industrial area, Bangalore-562109, Karnataka"
https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyNDMxNDI0NDc3MTgwNTk4OjE2OTI2OTY0NTU6c3BfYXRmOjMwMDAxNjYxODE5NjUzMjo6MDo6&url=%2FZebronics-Compartment-Backpacks-15-6-inch-Black%2Fdp%2FB0C6KZS555%2Fref%3Dsr_1_1_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1692696455%26sprefix%3Dba%252Caps%252C283%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,"Zebronics Camp1, 14 Liters, 1 Compartment Laptop Backpacks Fit Up to 15.6-inch Laptop, Polyester Fabric, Office Use and Mini Business Travel Bags (Black)",₹528,3.0,6,B0C6KZS555,"[' The zebronics Camp 1 comes with 1 compartments,utility pocket and with padded straps for easy to carry.  ', ' It has capacious multi utility front pocket that is constructed to keep your essentials for quick access.  ', ' The main compartment can easily accommodate a days clothing,books,wallet and perfume and gets you going without any hassle of space  ', ' Water-resistant, good quality zipper, Light Weight  ', ' It has a Padded Adjustable Shoulder Straps and a trolley support strap for maximum comfort and to make your travel journey happier.  ']","‎Zebronics India Private Limited, Zebronics India Private Limited"
https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyNDMxNDI0NDc3MTgwNTk4OjE2OTI2OTY0NTU6c3BfYXRmOjMwMDAxNjYxODE5NjIzMjo6MDo6&url=%2FZEBRONICS-Techshield-A3-Compartment-Backpacks%2Fdp%2FB0C6QWBRSB%2Fref%3Dsr_1_2_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1692696455%26sprefix%3Dba%252Caps%252C283%26sr%3D8-2-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,"ZEBRONICS Techshield A3, 23 Liters 2 Compartment Laptop Backpacks Fit Up to 15.6-inch Laptop Polyester Fabric Office Use and Mini Business Travel Bags (Black)",₹846,5.0,6,B0C6QWBRSB,"[' The Zebronics Techshield A3 backpack comprises of spacious compartments, front pocket with multi utility compartment.  ', ' The bags are capacious multi utility compartment is constructed with daily necessities and other electronics accessories.  ', ' It has a vast middle compartment and can be use for travelling and still can have space for belongings,adjustable straps and strong loop handle that makes the bags easier to hang anywhere.  ', ' It is water-resistant, good quality zipper, Light Weight, and has a Padded Adjustable Shoulder Straps and a trolley support strap for maximum comfort and to make your travel journey happier.  ']","‎Zebronics India Private Limited, Zebronics India Private Limited"
https://www.amazon.in/American-Tourister-AMT-SCH-02/dp/B07CJCGM1M/ref=ice_ac_b_dpb?crid=2M096C61O4MLT&keywords=bags&qid=1692696455&sprefix=ba%2Caps%2C283&sr=8-4,American Tourister Fizz Large Size 32 Ltrs Casual Backpack (BLACK),"₹1,199",4.0,"55,281",B07CJCGM1M,"[' Laptop Compatibility: No, Strap Type: Adjustable, Trolley Support: No. With Rain Cover : No  ', ' Outer Material: Polyester, Color: Black  ', ' Water Resistance: Water resistant , not Waterproof  ', ' Capacity: 32 liters; Dimensions: 31.5 x 22 x 49.5 Centimeters  ', ' Number of Wheels: 0, Number of compartments: 3  ', ' Warranty type: Manufacturer; 1 year International warranty valid for 1 year from the original date of  ', ' Mesh pockets on both sides to accommodate your sipper or bottle and umbrella  ', ' Mesh Padding on back & shoulder strap to provide comfort & better back support  ']",‎Samsonite
https://www.amazon.in/AmazonBasics-Casual-Backpack-Office-15-6-inch/dp/B09W4VMZ79/ref=sxin_25_trfobq2av2_0_B09W4VMZ79?content-id=amzn1.sym.7abeb195-8e0b-4e74-aede-b7cb234213a5%3Aamzn1.sym.7abeb195-8e0b-4e74-aede-b7cb234213a5&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B09W4VMZ79&pd_rd_r=d9e9caf7-92bf-4f15-adf2-c7a60883c383&pd_rd_w=E61cW&pd_rd_wg=srtKZ&pf_rd_p=7abeb195-8e0b-4e74-aede-b7cb234213a5&pf_rd_r=7ZT6D1JMXDXFSQKD28HM&qid=1692696455&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=ba%2Caps%2C283&sr=1-1-973fd8bd-28ce-479e-8be4-fbaf1193947a,AmazonBasics - Casual Backpack/Office Bag/ for a 15.6-inch Laptop,₹699,4.0,378,B09W4VMZ79,"[' Gift your shoulders and back the comfort of the AmazonBasics - Casual Backpack/Office Bag  ', ' It has 2 large compartments and 2 side pockets  ', ' Well-padded interior that keeps your laptop safe  ', ' Enough space for your other daily essentials like chargers, wallet, power bank, etc.  ', ' Compact and sleek design  ', ' Well-cushioned shoulder straps  ', ' Dimensions: LxWXH: 47 X 33 X 15 cm  ', ' Weight: 0.460 grams  ']","‎FLAB INTERNATIONAL PRIVATE LIMITED, FLAB INTERNATIONAL PRIVATE LIMITED PLOT NO. 357 E, PACE CITY-2, SEC-37, GURGAON - 122001 (HARYANA) INDIA"
https://www.amazon.in/Amazon-Brand-Presto-Oxo-Biodegradable-Garbage/dp/B0821PYKVK/ref=sxin_25_trfobq2av2_2_B0821PYKVK?content-id=amzn1.sym.7abeb195-8e0b-4e74-aede-b7cb234213a5%3Aamzn1.sym.7abeb195-8e0b-4e74-aede-b7cb234213a5&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B0821PYKVK&pd_rd_r=d9e9caf7-92bf-4f15-adf2-c7a60883c383&pd_rd_w=E61cW&pd_rd_wg=srtKZ&pf_rd_p=7abeb195-8e0b-4e74-aede-b7cb234213a5&pf_rd_r=7ZT6D1JMXDXFSQKD28HM&qid=1692696455&sbo=Tc8eqSFhUl4VwMzbE4fw%2Fw%3D%3D&sprefix=ba%2Caps%2C283&sr=1-3-973fd8bd-28ce-479e-8be4-fbaf1193947a,"Presto! Oxo-Biodegradable Garbage Bags, Large (24 x 32 inches) - 15 bags/roll (Pack of 6, Black, plastic)",₹329,4.3,"30,011","SINAR INDAH PULP & PAPER PVT LTD Plot No: 122 B, Sec-6, HSIIDC, IGC,Bawal-123501, Distt - Rewari(HR), Narendar Plastics Pvt.Ltd , Survey no.436/1&2, Village Dabhel,Daman-396210(U.T.) Ph no :+91-22-26852500","[' Convenient for clean-up and garbage disposal  ', ' Package Contents - 6 Rolls of Oxo-Biodegradable Garbage Bags; Quantity: 15 per roll; Colour: Black  ', ' Multifunctional use; ideal for office, hotels, parties, household cleaning or storage  ', ' Detachable tie-tape to tie up bag after use  ', ' Dimensions - 61 cms x 81 cms; Size: Large  ', ' Oxo-Biodegradable Garbage Bags for your home and kitchen  ']","‎SINAR INDAH PULP & PAPER PVT LTD Plot No: 122 B, Sec-6, HSIIDC, IGC,Bawal-123501, Distt - Rewari(HR)"
https://www.amazon.in/Amazon-Basics-Laptop-Backpack-Repellent/dp/B09W3XLDM2/ref=sxin_25_trfobq2av2_3_B09W3XLDM2?content-id=amzn1.sym.7abeb195-8e0b-4e74-aede-b7cb234213a5%3Aamzn1.sym.7abeb195-8e0b-4e74-aede-b7cb234213a5&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B09W3XLDM2&pd_rd_r=d9e9caf7-92bf-4f15-adf2-c7a60883c383&pd_rd_w=E61cW&pd_rd_wg=srtKZ&pf_rd_p=7abeb195-8e0b-4e74-aede-b7cb234213a5&pf_rd_r=7ZT6D1JMXDXFSQKD28HM&qid=1692696455&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=ba%2Caps%2C283&sr=1-4-973fd8bd-28ce-479e-8be4-fbaf1193947a,Amazon Basics Laptop Backpack,₹649,4.2,507,B09W3XLDM2,"[' With a functional design, this Amazon Basics Laptop backpack has a single padded compartment for carrying any laptop up to 15.6 inches size easily and safely.  ', ' 2 small zippered compartments that are best suited for storage.  ', ' Shoulder-friendly adjustable straps ensuring perfect fit.  ', ' Stylish look, ergonomic design, robust and made from durable, water repellent and wear resistant polyester material for long life.  ', ' Carry your laptop comfortably and safely in the this convenient and spacious Laptop Backpack.  ', ' Convenient and Versatile, suitable for various occasions.  ', ' Bag Volume, Weight and Size: 24L; \u200e0.530 kg; 48 x 16.5 x 32 cm  ', ' Colour: Melange Slub Grey  ']","‎TORG INDIA PVT. LTD., TORG INDIA PVT. LTD. #6, Samarpan Enclave, ECC Road, Whitefield, Bangalore,Karnataka 560066, India, Ph: +91 9620199222, avisekm@torgusa.com"
https://www.amazon.in/Amazon-Brand-Solimo-Diaper-Backpack/dp/B08FTHBRPY/ref=sxin_25_trfobq2av2_5_B08FTHBRPY?content-id=amzn1.sym.7abeb195-8e0b-4e74-aede-b7cb234213a5%3Aamzn1.sym.7abeb195-8e0b-4e74-aede-b7cb234213a5&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B08FTHBRPY&pd_rd_r=d9e9caf7-92bf-4f15-adf2-c7a60883c383&pd_rd_w=E61cW&pd_rd_wg=srtKZ&pf_rd_p=7abeb195-8e0b-4e74-aede-b7cb234213a5&pf_rd_r=7ZT6D1JMXDXFSQKD28HM&qid=1692696455&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=ba%2Caps%2C283&sr=1-6-973fd8bd-28ce-479e-8be4-fbaf1193947a,"Amazon Brand - Solimo Diaper Backpack, Cat Print","₹1,349",4.0,39,B08FTHBRPY,"[' Spacious diaper backpack for daily use by both mom and dad  ', ' Made using 100% polyester water resistant fabric that is durable and long lasting  ', ' quality materials and stitching; tested in an NABL accredited lab against 72 parameters for quality, performance and safety  ', ' Quick access back opening; so you can open with one hand without a fuss  ', ' Insulated pocket can fit 3 feeding bottles with ease  ', ' Back mobile pocket is discrete to help prevent theft; side tissue pocket is zipperless for easy access  ', ' Shoulder straps and tote bag straps offer you comfortable dual carrying options  ', 'Safe to use; free from harmful chemicals like Azo dye and formaldehyde', '1-year limited warranty against manufacturing defects', 'Package Contents:- 1 Diaper Backpack; Print: Cat print']",‎Solimo
https://www.amazon.in/Dyazo-Backpack-Business-Notebook-computer/dp/B0C7HC675G/ref=sxin_25_trfobq2av2_6_B0C7HC675G?content-id=amzn1.sym.7abeb195-8e0b-4e74-aede-b7cb234213a5%3Aamzn1.sym.7abeb195-8e0b-4e74-aede-b7cb234213a5&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B0C7HC675G&pd_rd_r=d9e9caf7-92bf-4f15-adf2-c7a60883c383&pd_rd_w=E61cW&pd_rd_wg=srtKZ&pf_rd_p=7abeb195-8e0b-4e74-aede-b7cb234213a5&pf_rd_r=7ZT6D1JMXDXFSQKD28HM&qid=1692696455&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=ba%2Caps%2C283&sr=1-7-973fd8bd-28ce-479e-8be4-fbaf1193947a,Dyazo Slim 15.6 inch Laptop Backpack Business Notebook computer bag suitable for office College School Men & Women,₹599,4.5,9,B0C7HC675G,"[' Specification : Color Grey & Black Dimensions 45inch * 37 Inc *13 "" Total Capacity 22 Liters Material Oxford Khadi Fabric  ', ' Dyazo Notebook Bag Is A Slim Laptop Bag But Comes With Dedicated Laptop Compartment Which Can Hold 15.6 Inch Laptop As Well As Smaller 15 Inch,14 Inch And 13 Inch Laptop And Its Charger With Some Files Notebook I Pads And One Front Compartment Good To Store Your Daily Necessities , Such As Pen Power Bank Ear  ', ' Dyazo Laptop Bag Comes With A Luggage Strap That Enables Your Laptop Bag To Fit On Your Suitcase Slide Over The Luggage Handle Tube For Easier Carrying While Travelling On The Go .  ', ' CONVENIENT STORAGE Laptop Backpacks Comes With A Side Net Pocket Makes It Easy To Hold A Water Bottle .  ']","‎DYAZO, DYAZO F 15 Ground Floor Okhala Phase 1 New Delhi 110048"
https://www.amazon.in/School-Backpack-Cartoon-Travel-Toddler/dp/B097NHH5YY/ref=sxin_25_trfobq2av2_7_B097NHH5YY?content-id=amzn1.sym.7abeb195-8e0b-4e74-aede-b7cb234213a5%3Aamzn1.sym.7abeb195-8e0b-4e74-aede-b7cb234213a5&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B097NHH5YY&pd_rd_r=d9e9caf7-92bf-4f15-adf2-c7a60883c383&pd_rd_w=E61cW&pd_rd_wg=srtKZ&pf_rd_p=7abeb195-8e0b-4e74-aede-b7cb234213a5&pf_rd_r=7ZT6D1JMXDXFSQKD28HM&qid=1692696455&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=ba%2Caps%2C283&sr=1-8-973fd8bd-28ce-479e-8be4-fbaf1193947a,Blue Tree Kids School Bag Soft Plush Backpack Cartoon Bags Mini Travel Bag for for Girls Boys Toddler Baby Cute Dog & Koala,₹448,4.0,81,B097NHH5YY,"[' ?DIMENSION:15x3.5x12inch/38x8x30cm(WxDxH).Weight:0.32kg/0.7lb. Front Pocket:12x9inch/30x23cm(WxH) Soft adjustable & breathable shoulder straps:8inch-20.8inch/20cm-53cm.; DESIGN: Made Of Super Soft Plush Material And High Quality Smooth Zipper Accessories. Small Backpack Suitable For Toddler Baby Kids Girl And Boy Between 1-6 Years Old.<br>  ', ' PRODUCT MATERIAL: Made With High Quality Non-Toxic Soft Plush Material. Lightweight But Tear Resistant For Little Kids To Carry, Easy To Clean, Strong & Durable. It Has Sturdy, Non-Slip, And Comfortable Top Loop Handle As Well As Adjustable Straps At Its Back. Very Safe, Practical And Comfortable For Kids.<br>  ', "" USAGE: This Kids Backpack Bag Is Perfect For School Bag, Travelling Bag, Carry Bag, Picnic Bag, Teddy Bag. Enough Space For Children's Stuffs Like Toys, Foods, Napkin, Fruits, Small Books, Pencils And Other Daily Items.<br>  "", ' GREAT GIFT: Cute And Cool Animal Toddler School Backpacks, Great Gift For Kids With Lovely Animal Attractive Design, Perfect For Children Going Out For Travel, Preschool And Daycare Center.<br>  ', ' Color Name: Bt Cute Dog&Koala<br>  ']",‎Vancouver Store
https://www.amazon.in/Wesley-Milestone-Waterproof-Backpack-Business/dp/B084JGJ8PF/ref=sr_1_19?crid=2M096C61O4MLT&keywords=bags&qid=1692696455&sprefix=ba%2Caps%2C283&sr=8-19,Wesley Milestone 2.0 Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack (Dimensions:13x18 inches) (Compatible with 39.62cm(15.6inch laptop) 30 L (Blue & black),₹588,4.3,"12,365",B084JGJ8PF,"[' 30L Capacity: The Backpack has a padded laptop compartment that can fit 15.6 inch laptop. It can also accommodate essentials such as a Lunch box, Charger, Tablet, Books, Power Bank, Wallet, and Sunglass.  ', ' Multi-Level Organizer: The backpack has a front zipper pocket for the ID card, Sanitizer, House keys, Pen. First compartment with pockets for the earphones, pens, notebook, Fitness Band. Spacious second compartment for all your electronics.  ', ' Ergonomic Design: Thick cushioning around the shoulders and on the back panel makes the backpack super light and comfortable on the move. “S” Shaped shoulder strap distribute the weight of the backpack across your upper body.  ', ' Made In India: Wesley Business Casual Backpack is fully manufactured in India and pass through stringent quality tests and checks  ', ' 1 Year Warranty: The Wesley Business casual backpack comes with 1 year of warranty  ', ' Water Resistant Material: Advanced IPX4 coating on the material ensures resistance to water entering from any direction.  ']","‎Wesley, Longani Trading Company, F-82, Sector-1, Bawana Industrial Area, Delhi-110039"
https://www.amazon.in/Backpack-Small-Black-Water-Repellant/dp/B088XB5XY8/ref=sr_1_20?crid=2M096C61O4MLT&keywords=bags&qid=1692696455&sprefix=ba%2Caps%2C283&sr=8-20,"Mi Step Out 12 L Mini Backpack (Small Size, Black, Water Repellant)",₹249,4.1,"9,712",B088XB5XY8,"[' Made of multi-coated 600D polyester Material ; Water Repellent  ', ' Dimension: 26cm x 38cm x 14cm (LxWxH); Weight : 200 grams; Capacity: 12liters  ', ' Small Size backpack; Laptop Compatibility: No  ', ' This backpack comes with 2 zipper pockets that can house a notebook, gym gear, travel essentials and more  ', ' With contra zippers and adjustable straps this light weight backpack is the ideal companion while at the airport or hitting the gym or exploring new city or using it as a carrier for books  ', ' 6 months limited warranty  ']","‎Korrun India Pvt. Ltd, Plot No.25, P2(4&X), 1st Phase, Bidadi Industrial area, Bangalore-562109, Karnataka"
https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxMzIyMzgzMzI2MzM4NTk4OjE2OTI2OTY0NTY6c3BfYXRmOjMwMDAxNjYxODE5NjUzMjo6MDo6&url=%2FZebronics-Compartment-Backpacks-15-6-inch-Black%2Fdp%2FB0C6KZS555%2Fref%3Dsr_1_1_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1692696456%26sprefix%3Dba%252Caps%252C283%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,"Zebronics Camp1, 14 Liters, 1 Compartment Laptop Backpacks Fit Up to 15.6-inch Laptop, Polyester Fabric, Office Use and Mini Business Travel Bags (Black)",₹528,3.0,6,B0C6KZS555,"[' The zebronics Camp 1 comes with 1 compartments,utility pocket and with padded straps for easy to carry.  ', ' It has capacious multi utility front pocket that is constructed to keep your essentials for quick access.  ', ' The main compartment can easily accommodate a days clothing,books,wallet and perfume and gets you going without any hassle of space  ', ' Water-resistant, good quality zipper, Light Weight  ', ' It has a Padded Adjustable Shoulder Straps and a trolley support strap for maximum comfort and to make your travel journey happier.  ']","‎Zebronics India Private Limited, Zebronics India Private Limited"
https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxMzIyMzgzMzI2MzM4NTk4OjE2OTI2OTY0NTY6c3BfYXRmOjMwMDAxNjYxODE5NjIzMjo6MDo6&url=%2FZEBRONICS-Techshield-A3-Compartment-Backpacks%2Fdp%2FB0C6QWBRSB%2Fref%3Dsr_1_2_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1692696456%26sprefix%3Dba%252Caps%252C283%26sr%3D8-2-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,"ZEBRONICS Techshield A3, 23 Liters 2 Compartment Laptop Backpacks Fit Up to 15.6-inch Laptop Polyester Fabric Office Use and Mini Business Travel Bags (Black)",₹846,5.0,6,B0C6QWBRSB,"[' The Zebronics Techshield A3 backpack comprises of spacious compartments, front pocket with multi utility compartment.  ', ' The bags are capacious multi utility compartment is constructed with daily necessities and other electronics accessories.  ', ' It has a vast middle compartment and can be use for travelling and still can have space for belongings,adjustable straps and strong loop handle that makes the bags easier to hang anywhere.  ', ' It is water-resistant, good quality zipper, Light Weight, and has a Padded Adjustable Shoulder Straps and a trolley support strap for maximum comfort and to make your travel journey happier.  ']","‎Zebronics India Private Limited, Zebronics India Private Limited"
https://www.amazon.in/American-Tourister-AMT-SCH-02/dp/B07CJCGM1M/ref=ice_ac_b_dpb?crid=2M096C61O4MLT&keywords=bags&qid=1692696456&sprefix=ba%2Caps%2C283&sr=8-4,American Tourister Fizz Large Size 32 Ltrs Casual Backpack (BLACK),"₹1,199",4.0,"55,281",B07CJCGM1M,"[' Laptop Compatibility: No, Strap Type: Adjustable, Trolley Support: No. With Rain Cover : No  ', ' Outer Material: Polyester, Color: Black  ', ' Water Resistance: Water resistant , not Waterproof  ', ' Capacity: 32 liters; Dimensions: 31.5 x 22 x 49.5 Centimeters  ', ' Number of Wheels: 0, Number of compartments: 3  ', ' Warranty type: Manufacturer; 1 year International warranty valid for 1 year from the original date of  ', ' Mesh pockets on both sides to accommodate your sipper or bottle and umbrella  ', ' Mesh Padding on back & shoulder strap to provide comfort & better back support  ']",‎Samsonite
